"Title","Subtitle","Author","Author (Last","Publisher","Date Published","Year Published","Summary","Number of Pages","ISBN","EAN","書封","分類"
"一個投機者的告白之證券心理學","","科斯托蘭尼","科斯托蘭尼","城邦文化商業周刊出版","","2010","證券心理學:科斯托蘭尼在第一次操作股票的經驗中學到:股票市場裡沒有什麼事是不可能的.即使你認為它應照邏輯推算該如何進行.他認為光是取得所有股票資訊仍是不夠的, 想像力才是投機操作的原始動力;是成功的先決條件.因此, 他非常鄙視完全不具有想像力的投資分析系統和股市諮詢電腦.股市的波浪起伏經常是波濤洶湧, 同時也充滿人性的味道, 而這就是本書要討論的主題.科斯托蘭尼後來和友人成立股市投資研習會, 和社會大眾分享他的心得.本書是成功的股市操盤高手及投資人必備的參考書.內容不但揭露了股票市場中的機密, 而且培養讀者獨立思考以及獨立操作股票的能力.本書不像是課堂上的教課書, 更像是一本出自科斯托蘭尼之手的小說, 如同他自己說的:""我不是在授課, 我只是對學生說故事罷了.""","245","9789868571556","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=blmSWOb9tO%409789868571556-%E4%B8%80%E5%80%8B%E6%8A%95%E6%A9%9F%E8%80%85%E7%9A%84%E5%91%8A%E7%99%BD%E4%B9%8B%E8%AD%89%E5%88%B8%E5%BF%83%E7%90%86%E5%AD%B8.jpg","財經工具書"
"一個投機者的告白","","科斯托蘭尼","Kostolany, André","城邦文化商業周刊出版","","2010","","262","9789868571570","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=V5Y8RCNX9W%409789868571570-%E4%B8%80%E5%80%8B%E6%8A%95%E6%A9%9F%E8%80%85%E7%9A%84%E5%91%8A%E7%99%BD.jpg","財經工具書"
"一個投機者的告白之金錢遊戲","","科斯托蘭尼","Kostolany, André","城邦文化商業周刊出版","","2010","","285","9789868571563","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=f5ptpSPlTe%409789868571563-%E4%B8%80%E5%80%8B%E6%8A%95%E6%A9%9F%E8%80%85%E7%9A%84%E5%91%8A%E7%99%BD%E4%B9%8B%E9%87%91%E9%8C%A2%E9%81%8A%E6%88%B2.jpg","財經工具書"
"Pierre皮耶塔羅事件簿","","皮耶","皮耶","商業周刊出版","","","","","9789579871044","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=mrNcKT0so2%40Pierre%E7%9A%AE%E8%80%B6%E5%A1%94%E7%BE%85%E4%BA%8B%E4%BB%B6%E7%B0%BF.png","塔羅占星"
"職場塔羅星想法","","星星王子","星星王子","早安財經","","","","","9789868319608","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=JOh58786Cz%40%E8%81%B7%E5%A0%B4%E5%A1%94%E7%BE%85%E6%98%9F%E6%83%B3%E6%B3%95.png","塔羅占星"
"福爾摩斯思考術","讓思考更清晰, 見解更深入的心智策略","Maria Konnikova","Konnikova, Maria","商周出版","2013/10/03","","Traditional Chinese edition of Mastermind: How to Think like Sherlock Holmes, a self help book to teach us how to sharpen our perceptions and solve problems like Sherlock Holmes.","320","9789862724569","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2RiwAa94Sy%40%E7%A6%8F%E7%88%BE%E6%91%A9%E6%96%AF%E6%80%9D%E8%80%83%E8%A1%93.png",""
"跟著大師學塔羅逆位牌","翻轉塔羅解牌視野.逆位最佳解牌指南","Mary Katherine Greer,格瑞爾","Greer, Mary Katherine","楓樹林","","","～翻轉塔羅解牌視野:逆位最佳解牌指南～
★塔羅界泰斗瑪莉‧K‧格瑞爾經典之作
★亞馬遜4.8星至高好評,長銷改訂版!
★繁體絕版多年,重新修定增補!
★諮商心理師/鐘穎——專文推薦","","9786267108758","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=fUpG6691Zd%40%E8%B7%9F%E8%91%97%E5%A4%A7%E5%B8%AB%E5%AD%B8%E5%A1%94%E7%BE%85%E9%80%86%E4%BD%8D%E7%89%8C.png","塔羅占星"
"愛情全占星：了解愛情原動力，學習完美的親密關係（全新增訂版）","","韓良露","韓良露","南瓜國際有限公司","2019/08/20","","占星就像每個人出生時拿了一張人生地圖。 但探索屬於自己地圖的過程時，命運還是掌握在自己的手中； 雖然擁有地圖，你還是可以決定要怎麼樣到達目的地。 ——創作歌手陳綺貞  占星大師韓良露的第一本著作 暢銷經典全新增訂出版 你是哪一種情人？你會受哪一種情人吸引？ 為什麼總是愛上不該愛的人？ 天雷勾動地火可不可以長久？ 細水長流到後來會不會一無所有？ 做為宇宙棋子的我們，遇到個人星圖中的性愛問題時，除非推翻棋陣不玩了，否則與其糊里糊塗跟著棋陣走，不如學會觀察自己這一盤棋，替自己找出較好的下棋方式。真正自我了解才能自愛，真正能愛自己才能愛人。 經由理解每段親密關係中的能量，才能讓靈魂不斷新生、成長，在生命的過程中更趨完美。我們會發現，唯有越完美的靈魂，才能享有越完美的親密關係。 全新增訂版收錄近萬字未曾出版的占星相關文章，透過生動易懂的說明，引領大家由淺入深進入占星學的美妙世界。　閱讀本書可以學會： ◎本命星圖各個行星能量運作的模式，了解生命中的優勢與陷阱。 ◎愛與性的各種面向，找出自己性愛的真正需求。 ◎不同星座與自己的不同的緣份，找出更好的面對模式。","295","9789869291613","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=a0oM645w80%40%E6%84%9B%E6%83%85%E5%85%A8%E5%8D%A0%E6%98%9F.png","塔羅占星"
"塔羅葵花寶典","","向日葵","向日葵","尖端出版","2004/09/18","","在學習塔羅牌的過程中，牌義是最令人困擾的，本書從正位的解釋出發，轉換角度看看逆位，讓你輕易上手，通盤掌握塔羅的點線面。勤練葵花寶典三大心法，讓你舉一反三，快速掌握牌義要點，建立解牌信心。◆掌握牌義的教戰守則◆看看牌面，將自己投身在圖像中，說出自己的感覺，找出互相呼應、矛盾的地方，如此，便能靈活發揮理解牌義的能力。◆解讀逆位的心理建設◆別看到逆位牌就放棄了！事實上，逆位只是正位的變化和補充，它可以演繹出不同角度的智慧，並藉此探知被壓抑或否認的情緒，啟發你內在或隱性的潛能。◆個人化你的塔羅牌◆厭倦了照本宣科嗎？本書教你如何創造專屬自己的外掛程式，建立起獨樹一幟的解牌風格。「生命之眼身心靈中心執行長」王中和、「道家書院首席塔羅講師」清風，聯合推薦。","274","9789571029269","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9P4Qkhms25%40%E5%A1%94%E7%BE%85%E8%91%B5%E8%8A%B1%E5%AF%B6%E5%85%B8.png","塔羅占星"
"塔羅攻略","從偉特系牌圖透析塔羅奧祕","星宿老師","星宿老師","shi zi wen hua shi ye you xian gong si","","","","","9789865496432","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=s1c8srfJi9%40%E5%A1%94%E7%BE%85%E6%94%BB%E7%95%A5.png","塔羅占星"
"塔羅全書","如何解開塔羅的祕密","Rachel Pollack","Pollack, Rachel","商周出版","","","","192","9789861247076","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=HlLpGw8SMo%40%E5%A1%94%E7%BE%85%E5%85%A8%E6%9B%B8.png","塔羅占星"
"塔羅占卜全書","","魯道夫","魯道夫","春光出版","","","","174","9789867848086","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=K4ib3b63I2%40%E5%A1%94%E7%BE%85%E5%8D%A0%E5%8D%9C%E5%85%A8%E6%9B%B8.png","塔羅占星"
"塔羅入門經典牌陣","","丹尼爾","丹尼爾","尖端出版","2004/10/18","","華文出版界第一本塔羅牌陣介紹專書 ■完整收錄110則塔羅占卜人氣話題 ■讓你輕鬆擺陣、看圖學習，深入解析、詳細解讀 我和他的感情將如何發展？ ■就讓時間之流牌陣為你解答 我今年的整體運勢如何？ ■排排月曆牌陣答案自然湧現 我想知道今天自己整體的表現如何？ ■不妨讓身心靈牌陣告訴你 我與他現在的感情狀況如何？ ■試試七行星牌陣進行分析 我的生活出了什麼問題？ ■請將脈輪牌陣一一展開 我今年的人生課題為何？ ■深入生命之樹牌陣探索內在","315","9789571029337","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=h1actf6Lcn%40%E5%A1%94%E7%BE%85%E5%85%A5%E9%96%80%E7%B6%93%E5%85%B8%E7%89%8C%E9%99%A3.png","塔羅占星"
"塔羅入門","全譯本","邦寧","邦寧","商周出版","","","","","9789861247809","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=l7jBlmSB5s%40%E5%A1%94%E7%BE%85%E5%85%A5%E9%96%80.png","塔羅占星"
"發現我的天才","","Marcus Buckingham,巴金漢,Donald O. Clifton,Wenying Cai","Buckingham, Marcus","城邦商業周刊","","","","245","9789868685703","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=8IgzoeIf68%40%E7%99%BC%E7%8F%BE%E6%88%91%E7%9A%84%E5%A4%A9%E6%89%8D.png",""
"最高學習法","12個改變你如何思考、學習與記憶的核心關鍵","傑里德．庫尼．霍維斯","傑里德．庫尼．霍維斯","大田出版有限公司","2020/08/01","","腦內革命新一波 遠離事倍功半的冤枉路 在擁擠吵雜的酒吧要如何做出有效的PowerPoint簡報？常常馬拉松追劇，你記得多少劇情？還是追一齣忘一齣？上台準備演講，你滿懷希望台下的人覺得你準備充分、專業，愛上你的演講……你是不是在工作場所以外巧遇同事卻認不出來？K書的時候聽音樂究竟幫助還是妨礙學習？我們常常在「習慣」之中一直錯用我們的大腦。本書作者擁有豐富的教學經驗，同時也是一位精通於腦神經科學的專家。他直接宣告：「我們每個人都是老師。」為什麼？因為我們必須透過如何「教」，才會知道如何「學」；透過如何「記」，才會明白如何「讀」；透過如何「聽」，才能夠練習如何「思考」。如果你成天對同事和客戶說同樣的話、厭倦到想吐；如果你反覆不斷訓練你的運動員或學生，卻始終看不到一點進步，幾乎心灰意冷；如果你在台上挖空心思做簡報、底下聽講的人卻轉頭就忘……現在就讓本書來啟動你的學習力，教學力！一本從腦神經科學，有憑有據的實驗證明，逐步解析有關「學習」的過程、技巧與盲點，進而根據這些原理提供教的方式與應用指南，激化你的大腦，打破習慣思維。如果你在創意、行銷、品牌經營、銷售等領域工作，如果你正想突破自己的成長，這本書非讀不可。 大力推薦給教師、運動健身教練、演說家、家長、自學者……在創意、行銷、品牌經營、銷售等工作的人必讀之書【專文推薦】 整個閱讀過程可以說是一趟非常愉悅且妙趣橫生的腦科學之旅。__國立交通大學兼任助理教授/中央廣播電台主持人　李律鋒【國內按讚聲不斷】溝通是份禮物，是教與學，是透過聆聽理解和表達，建立與自己、與他人更深刻的連結。然而到底如何溝通？如何教？如何學？作者透過圖片、比喻、實驗等深入淺出地解答，不只提供實用建議，更帶領讀者剖析原理，立即體驗效果，徹底感受學習樂趣！__知識型YouTuber Why學生我經常在社群上分享上台演講教學、甚至是錄說書影片的心得，所以也常常會有人問我，該怎麼學習才會更有效率。本書談的是有關大腦與學習之間的關係，如果你有學習上的困擾，相信所有問題都可以在本書中找到答案。__千萬人氣部落客、空姐報報EmilyPost版主 Emily一本將腦科學與認知心理學活用於生活與工作的好書！__台大心理系副教授、《大腦簡史》作者 謝伯讓也許，我們都在浪費彼此的生命。當在溝通、簡報、教學的時刻，如果不理解大腦的學習模式，不但無效，還得花更多時間，也就是彼此的生命。還好，這本書透過腦科學結合生活情境，讓我們能有效傳遞。不只說給他聽，更幫助對方更好的理解。__溝通表達培訓師 張忘形這本書印證了我過去部分的思維，但也改變了很多我對訊息傳遞的認識，內容對社群訊息設計觀念合用，非常推薦行銷人閱讀。__電商人妻 Audrey在當今追求速成、短期績效的加速社會中，自我成長的學習書籍不斷推陳出新，但多數都只是對成功人士或作者自己有效的學習方法，而未考慮用同樣學習方法卻失敗的多數人，即所謂「倖存者偏誤」。本書作者從神經科學反覆驗證過的研究成果出發，用有趣的實驗介紹學習與記憶的腦科學，非常適合領導者、教學者與任何想要深化學習力的讀者！__知識型YouTuber 超級歪【強力推薦】溝通心理學家 裘凱宇閱部客創辦人 水丰刀【國際驚豔好評】本書內容太吸引人，讀來欲罷不能，絕妙的實用點子俯拾即是。只要你曾經教導過任何人任何東西，都該讀一讀！__Helen Street—The Positive Schools Initiative創辦人兼主席；西澳大學名譽研究員本書不但詳盡介紹精采簡報如何做，更說明為什麼。這些卓越的洞見能讓你要傳達的訊息擲地有聲。__Barbara Oakley—《學習如何學習》（Learning How to Learn）與《大腦喜歡這樣學》（A Mind for Numbers）作者本書妙不可言，趣味、實用，而且好看極了。我大力推薦給教師、運動教練、健身教練、演說家、家長……曾經把知識或技能傳授給別人的所有人。__Todd Rose—哈佛教育研究院「思維、腦科學與教育研究」負責人如果你在找一本探討大腦與學習的書，內容要有趣、吸引人、有憑有據，那麼這本就是了。神經科學專家現身說法，告訴我們大腦科學可以教給我們多少東西。霍維斯知道如何激勵大腦，如何餵養它，讓它樂在其中，過程中每一頁都喚起讀者的興奮情緒。__John Hattie—墨爾本教育研究院榮譽退休教授像這樣的書我已經等了很多年（幾十年）！終於出現嚴密精確、易於理解、真正能運用在工作與生活上的腦科學研究。本書對企業的所有面向都非常重要，比如行銷、品牌經營、銷售、訓練、文化乃至變革管理等。這是實用的科學，我喜歡。__Sérgio Brodsky—Initiative Global Media Agency策略主管如果你在創意、行銷、品牌經營、銷售、內容等領域任職，這本書非讀不可。__Gemma Hunter—MediaCom全球執行創意總監我入行將近二十年，第一次接觸到書中的某些概念。這本書不只新穎、重要、別開生面，讀來更是妙趣橫生。__Brandon Exline—CCMC Management副總經理在我們這個瞬息萬變的世界裡，要能適應得健全又有意義，終身學習有絕對的必要。關於本書的主題，我認為沒有誰比霍維斯博士更能深入淺出帶領你。__Patrycja Slawuta—SelfHackathon創辦人兼總裁本書結合腦科學研究與難以抗拒的敘事手法，佐以真實世界的應用，只要你想要發揮影響力，都該一讀。__Sarah M. McKay—Neuroscience Academy創辦人劃時代的作品。霍維斯博士巧妙地闡釋學習背後的神經科學，提供效果強大又容易上手的實用技巧，協助改善教學、會議室與運動場上的學習。不可錯過的讀物。__Cathy Brandon—傑納札諾（Genazzano）學習與腦科學研究院院長終於！霍維斯告訴我們教學策略為什麼成功或失敗，讓我們真正擁有變成教學畢卡索的能力。讀、學、教！__Elisabeth Lenders—金斯伍德（Kingswood）學院校長霍維斯博士做了這個追求速成與捷徑的世界迫切需要的事：整合學習的科學的真實面。如果你嚴肅看待教學與學習，就需要讀這本書。__Vincent Walsh—倫敦大學學院人腦研究教授﻿【本書特色】1.書中有憑有據的互動實驗，讀者親自體驗，打破大腦的慣性思考。2.全書章節有搭配清晰易懂的圖解，不僅能輕鬆了解腦內運作原理，更加深閱讀記憶。3.每章循序漸進引導，提供關於原理的超級「實際應用指南」，讓教學者和學習者能馬上跟著做做看。4.章節末條列出整章重點整理，增加學習印象與記憶。【你想找到這些問題的答案嗎？趕快翻開本書。】★我真的能增加記憶力又變得超級聰明嗎？★讀紙本書或電子書的學習效果比較好？★一個人想「學會」某種新概念，必須接觸多少次？★聽莫札特會讓我變聰明嗎？★女人的多工能力比男人強……對吧？★如果不能一心多用，那麼我為什麼可以邊走邊嚼口香糖？★有時候我走進某個房間，會突然忘記進去做什麼。這是怎麼回事？★為什麼有些錯誤修正後我能記住，其它的卻很快忘記？★我聽說最好不要讚美別人，因為會妨礙他們的學習。真的是這樣嗎？","368","9789861795973","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=vc4raKg102%40%E6%9C%80%E9%AB%98%E5%AD%B8%E7%BF%92%E6%B3%95.png",""
"都是逆行惹的禍：靈魂的星座重修課","","韓良露","韓良露","南瓜國際有限公司","","","明明比別人更努力，為何經常遭遇挫敗？ 明明比別人更渴望愛，為何很難被愛？ 本命星圖中的行星逆行，代表過去世未完成、這輩子必須重修的功課。只要行星逆行，行星的能量就會受到過去世干擾，無法順暢發揮，但也因為能量可能會過度古怪、過強或過弱，以致於讓人顯得特別突出，反而比不逆行的人更容易受人矚目。 也因為逆行是這輩子必須補考的課題，它常常會在現實生活中形成困境，讓人不得不好好面對。它透過讓人無法好好活在當下這件事，來學習什麼才是活在當下。 逆行是占星療癒的一個重要議題，透過逆行困境帶來的頓悟，學會真正身心安頓的道理，在變化無常的生活中，得到靈魂的喜悅。本書特點： ◎一次了解水星、金星、火星、木星、土星、天王星、海王星、冥王星逆行在十二星座時，帶來的人生困境 ◎藉由行星落在十二星座的逆行，同時了解逆行與不逆行的差異 ◎藉由逆行帶來的人生困境，學習讓靈魂突圍而出的安穩之道 「韓良露生命占星學院」 www.facebook.com/LuluAstrology ——占星學院最新活動 ——韓良露原音重現談占星 ——新書內容線上導讀 ——占星學院書店導讀 ——占星學院相關課程","263","9789869599412","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=iOxt1tU545%40%E9%83%BD%E6%98%AF%E9%80%86%E8%A1%8C%E6%83%B9%E7%9A%84%E7%A6%8D.png","塔羅占星"
"現代占星學進階","","洪能平","洪能平","觀音山出版","","","","","9789579372121","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=4EPve085pe%40%E7%8F%BE%E4%BB%A3%E5%8D%A0%E6%98%9F%E5%AD%B8%E9%80%B2%E9%9A%8E.png","塔羅占星"
"專買黑馬股","從魚頭吃到魚尾的飆股操作法","楊忠憲","楊忠憲","Smart zhi fu wen hua","","","","285","9786269565993","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5h4bsE5nnh%40%E5%B0%88%E8%B2%B7%E9%BB%91%E9%A6%AC%E8%82%A1.png","財經工具書"
"偷窺12星座的男人","寫給女人的最新療癒書","星星王子","星星王子","城邦文化","","","","233","9789571035468","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=oTTpA7s6pM%40%E5%81%B7%E7%AA%BA12%E6%98%9F%E5%BA%A7%E7%9A%84%E7%94%B7%E4%BA%BA.png","塔羅占星"
"高階占星技巧","中點技巧, 組合盤, 移民占星學","魯道夫,Jupiter,Jupiter Lai,Monique","魯道夫","春光出版","","","","378","9789865922795","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2k1beDMJeS%40%E9%AB%98%E9%9A%8E%E5%8D%A0%E6%98%9F%E6%8A%80%E5%B7%A7.png","塔羅占星"
"財務報表分析","實務的運用","薛兆亨 (會計)","(會計), 薛兆亨","雙葉書廊","","","","436","9789865668310","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7mKcN5084g%40%E8%B2%A1%E5%8B%99%E5%A0%B1%E8%A1%A8%E5%88%86%E6%9E%90.png","財經工具書"
"科學大歷史","人類從走出叢林到探索宇宙從學會問""為什麼""到破解自然定律的心智大躍進","姆洛迪诺夫 (美),曼羅迪諾","(美), 姆洛迪诺夫","漫游者文化事业股份有限公司","","","本书分为三个部分,从人类再地球上出现开始延续至今,引领读者走一趟精彩的发现之旅.第一部分跨越了数百万年,追溯人类大脑的演进等,第二部分是探索自然科学(硬科学)的诞生,第三部分在人类开始相信他们已经破解所有的自然定律之际,历史突然出现了奇怪的转折.","385","9789864890934","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=19Q1oYJtnB%40%E7%A7%91%E5%AD%B8%E5%A4%A7%E6%AD%B7%E5%8F%B2.png",""
"為何會拿好人卡？","老僑的七堂戀愛管理課，翻轉你自以為是的愛情觀！","張國洋（老僑）","張國洋（老僑）","時報文化出版","2015/03/20","","老被發卡、ＧＧ的人，得～救～了！ 「戀愛勝利」就像在社會成功一樣 重點在於理解遊戲規則 進入愛情遊戲的大前提是：你要將自己留在場內 我對妳這麼好，早晚噓寒問暖，捧在手心，真心卻換來一張卡。 你是個好人,但…我們不適合 (說這句話的人去死吧) 為何異性總是發我卡？ ‧明明竹科新貴，收入外型都不差？ ‧只要一告白，女生就變冷淡？ ‧送禮送宵夜，管接管送，常常吃大餐，還是gg？ 打破告白才能戀愛的法則，想要愛就要掌握異性的靜摩擦力！ 〔內容簡介〕 千萬人氣部落格格主／老僑 網路瘋傳50萬人愛情點閱文，千呼萬喚終於出版 懂得掌握異性的「靜摩擦力」，讓你的人生無往不利 七○％的人告白都被拒絕過！不告白要戀愛是有技巧的。 學會開啟與異性互動的模式，改變氛圍， 不告白，就能成功開啓戀愛模式！ 老僑以犀利風趣的言詞和斯文優雅的外表，在短時間內迅速吸引廣大的讀者及追隨者信徒。 不同於其他兩性作者，老僑以專業的分析角度切入，搭配七堂愛情管理課，以實際作戰計劃，讓在愛情裡一再受傷的宅男們，可以按表規劃自己的愛情進度，好好發揮自己的潛魅力，不再郎有意而妹無意，不再被發好人卡。 本書教你，丟掉好人卡，戀愛ing： •戀愛要成功，八件絕對不能做的事 •熱度量測表，評量你在對方心中的分量 •異性篩選對象的四個階段提點","320","9789571362007","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=O2L9dyyzN2%40%E7%82%BA%E4%BD%95%E6%9C%83%E6%8B%BF%E5%A5%BD%E4%BA%BA%E5%8D%A1%EF%BC%9F.png",""
"星座.愛情.婚姻","","古德曼","古德曼","自立晚報","","","","","9789575961275","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=WHGrAv7vzp%40%E6%98%9F%E5%BA%A7.%E6%84%9B%E6%83%85.%E5%A9%9A%E5%A7%BB.png","塔羅占星"
"星星王子話星心","","星星王子","星星王子","幼獅文化事業公司","","","","245","9789575309633","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2fXeYti9Yy%40%E6%98%9F%E6%98%9F%E7%8E%8B%E5%AD%90%E8%A9%B1%E6%98%9F%E5%BF%83.png","塔羅占星"
"星朵紀事","劉鐵虎談星","劉鐵虎","劉鐵虎","時報文化","","","","226","9789571318622","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=95a5XN8V18%40%E6%98%9F%E6%9C%B5%E7%B4%80%E4%BA%8B.jpg","塔羅占星"
"阿格力教你這樣存股就對了!","獨家自組ETF, 提早達成財富自由","阿格力","阿格力","Smart zhi fu","","","","","9786269634576","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=kDAA2mOiK9%40%E9%98%BF%E6%A0%BC%E5%8A%9B%E6%95%99%E4%BD%A0%E9%80%99%E6%A8%A3%E5%AD%98%E8%82%A1%E5%B0%B1%E5%B0%8D%E4%BA%86.png","財經工具書"
"知識複利筆記術","卡片盒筆記法的數位應用實戰指南","朱騏","朱騏","Diannao ren wen hua chu ban","","","","284","9786267336090","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=R6I5QN8W6g%40%E7%9F%A5%E8%AD%98%E8%A4%87%E5%88%A9%E7%AD%86%E8%A8%98%E8%A1%93.png",""
"其實你已經很塔羅了","","Paul Fenton-Smith","Fenton-Smith, Paul","遠流出版事業股份有限公司","","","","313","9789573250975","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=3PhjE0e7hd%40%E5%85%B6%E5%AF%A6%E4%BD%A0%E5%B7%B2%E7%B6%93%E5%BE%88%E5%A1%94%E7%BE%85%E4%BA%86.png","塔羅占星"
"西洋占星學進階","","Nengping Hong,洪能平","Hong, Nengping","博揚文化出版","","","","313","9789570463279","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=45ms2v4aKV%40%E8%A5%BF%E6%B4%8B%E5%8D%A0%E6%98%9F%E5%AD%B8%E9%80%B2%E9%9A%8E.png","塔羅占星"
"西洋占星學入門","","洪能平","洪能平","博揚文化出版","","","","350","9789570463088","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=GqzD97y7Hx%40%E8%A5%BF%E6%B4%8B%E5%8D%A0%E6%98%9F%E5%AD%B8%E5%85%A5%E9%96%80.png","塔羅占星"
"行運占星全書","我的人生運勢週期表","April Elliott Kent","Kent, April Elliott","Xiang shi wen hua chu ban","","","","","9789579001052","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=4R5BgsALh6%40%E8%A1%8C%E9%81%8B%E5%8D%A0%E6%98%9F%E5%85%A8%E6%9B%B8.png","塔羅占星"
"生命歷程全占星全新增訂版：靈魂之旅的命運行程表","","韓良露","韓良露","南瓜國際有限公司","2019/08/20","","栽種有時，收割有時，為每一個好運及壞運提前做準備 跟隨宇宙脈動過好一輩子 生命是一條長河，以前你做的所有的事情，都會影響到你的現在，現在你做的所有的事情，都會影響到你的未來。 占星學是一種規劃人生的好工具，藉由這個工具，我們得以對人生做好長期規劃，很多人永遠只根據當下的想法過日子，從來沒有考慮到生命會有變化的可能，包括金錢的規劃，對於這一生想要完成事情的規劃，以及對於愛的規劃。 怎麼對待行運帶來的生命事件，是人生一場最核心的寶藏。行運要學的不只是什麼時候有好運，什麼時候有壞運，更在於每一個外在能量來的時候，有能力用自己的星圖跟外在能量間互相對應，面對命運的定時器，占星學或許沒辦法改變星圖格局，但它可以讓你更從容的面對各種生命事件，對生命做出最好的評估。 天數奧祕、變數無窮，在有限之數中了解天數，目的不在控制命運，而在提昇、進化命運。千萬不要只抱著「算命」的態度面對人生之旅，而要抱著「活命」的態度體驗生命歷程，「活出最完整的身心靈的生命」，才是占星學真正可貴的寶物。","216","9789869291637","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6UVZcawACF%40%E7%94%9F%E5%91%BD%E6%AD%B7%E7%A8%8B%E5%85%A8%E5%8D%A0%E6%98%9F%E5%85%A8%E6%96%B0%E5%A2%9E%E8%A8%82%E7%89%88.png","塔羅占星"
"卡片盒筆記","最高效思考筆記術 : 德國教授超強秘技, 促進寫作,學習與思考, 使你洞見源源不斷, 成為專家","Sönke Ahrens","Ahrens, Sönke","Yuan liu chu ban shi ye gu fen you xian gong si","","","本書告訴你how to take smart notes.
聰明的筆記不是堆積資料,而是幫你產生獨到的洞見
幫助你思考得更好,學習得更好,建立成功的習慣。
這一切,都在閱讀的過程中自然發生。
 
書寫是一切學習的基礎。所有要用到頭腦的,都是先從做筆記開始。因此做筆記是我們最重要的書寫。
 
本書介紹德國社會學家魯曼(Niklas Luhmann)的卡片盒筆記法。魯曼一生寫過主題不同超過70本專書、400篇以上的論文,甚至過世後他遺留的手稿經人整理,又出版了6、7本專書。如此驚人的產出,都源自他發明的聰明卡片盒筆記法。
 
這是一種「有系統的聰明書寫」,它可大幅改善我們的閱讀、學習與理解;而且筆記本身也會不斷成長與提升,不同筆記之間會產生有機連結。透過卡片盒筆記所記下來的資料,日後還可以出版。
 
本書就是一個筆記小精靈,幫助你:
★建立起一個有效的筆記寶庫,搞定資料的儲存、提取
★避免分心,可以專心處理最重要的事:思考、閱讀、產生想法
★改善工作流程,以最好的技巧與最可能成功的方式來工作
★培養成功寫作的6個步驟,把想法寫成具有說服力的文字
★寫作更容易、更有樂趣
★理解書寫與寫作的關係,長期持續地學習,不斷產生新的想法
 
書中提供讀者一切所需要的資源,讓我們學會如何一面書寫、一面學習,還有如何思考得好,建立成功的習慣。從今天起,再也不必盯著空白的銀幕發呆,人人都可以複製魯曼在學習、研究、寫作上獲得成功的秘訣。","335","9789573295082","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=H0AXJQiEEB%40%E5%8D%A1%E7%89%87%E7%9B%92%E7%AD%86%E8%A8%98.png",""
"占星流年","The art of astrological forecast","魯道夫","魯道夫","春光出版","","","","389","9789866822377","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=DRejITy79T%40%E5%8D%A0%E6%98%9F%E6%B5%81%E5%B9%B4.png","塔羅占星"
"占星全書","","魯道夫","魯道夫","春光出版","","","","448","9789867848871","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7D7doUl24N%40%E5%8D%A0%E6%98%9F%E5%85%A8%E6%9B%B8.png","塔羅占星"
